objectid,filename,title,date,director,cast,genre,synopsis,format
coll127,127.jpg,Sa Kanto ng Ulap at Lupa,2011,Mes de Guzman,"Japo Escobedo, Jeremie Cercenia, Zanderson Vicente",Drama ,"Welcome to the hometown of Yoyong, Poklat, Boying and Uding. Here, there are no big shopping malls, no tall buildings. There are only huge mountains and vast fields as far as the eye can see, and clouds that seem to be always embracing the mountains. Life is simple for the four boys. They are content and very happy if they could eat three meals a day and are able to play. All of them, except for Uding who is an orphan, have left their homes in the mountains because they couldn’t bear the harsh treatment of their parents.",image/jpeg
coll128,128.jpg,Six Degrees of Separation from Lilia Cuntapay,2011,Antoinette Jadaone,"Lilia Cuntapay, Geraldine Villamil",Comedy; Documentary; Drama,A professional horror movie extra prepares for her first ever acting award nomination.,image/jpeg
coll129,129.jpg,Baybayin,2012,Auraeus Solito,"Alessandra de Rossi, Assunta de Rossi, Adrian Sebastian",Drama ,A man gets involved with two mystic sisters who happened to save him from dying ashore.,image/jpeg
coll130,130.jpg,Mater Dolorosa,2012,"Adolfo Alix, Jr.","Gina Alajar, Alessandra de Rossi, Cogie Domingo, Carlo Aquino, Joem Bascon, Mercedes Cabral",Drama ,A woman runs her criminal syndicate all the while taking care of her family.,image/jpeg
coll131,131.jpg,Mariposa sa Hawla ng Gabi,2012,Richard Somes,"Erich Gonzales, Alfred Vargas, Joel Torre",Action; Drama,A tale of an innocent woman who unravels horrible truths while in search of her long lost sister in the city.,image/jpeg
coll132,132.jpg,Aberya,2012,Christian Linaban,"Will Devaughn, Mercedes Cabral, Iwa Moto, Nicholas Varela",Drama,"A Filipino-American boxer, a prostitute, a local drug dealer, and a social climber all cross paths in Cebu.",image/jpeg
coll133,133.jpg,Anak Araw,2012,Gym Lumbera,Jay De La Vega,Drama,"A local albino searches for his identity, believing himself to be Filipino-American. ",image/jpeg
coll134,134.jpg,Ang Paglalakbay Ng Mga Bituin Sa Gabing Madilim,2012,Arnel Mardoquio,"Fe “Gingging” Hyde, Irish Karl Monsanto, Roger Gonzales, Glory Pearl Dy",Drama,"Set in Mindanao, a young boy named Faidal journeys back to safety after his parents are killed in a gun battle. ",image/jpeg
coll135,135.jpg,Catnip,2012,Kevin Dayrit,"Lauren Young, Maxene Magalona",Drama,Catnip follows the story of two friends with coffee and cream personalities. ,image/jpeg
coll136,136.jpg,Edsa XXX,2012,Khavn De La Cruz,"Epy Quizon, Althea Vega, Sheree Cabrera, Bong Cabrera",Fantasy; Science Fiction; Drama; Music,"KULOG NEGRO has led the country to progress, but he is also a mere puppet in the political arena whom someone wants to overthrow. ",image/jpeg
coll137,137.jpg,Mamay Umeng,2012,Dwein Baltazar,Sue Prado,Drama,"An elderly man awaits his inevitable fate in a quaint, provincial town. ",image/jpeg
coll138,138.jpg,Melodrama Negra,2012,Ma. Isabel Legarda,"Gee Canlas, Bong Cabrera, Sheng Belmonte, Ria Garcia, Mara Lopez, Bembol Roco",Drama,Three individuals have unfinished business on earth that they need to complete while they are still in Limbo. ,image/jpeg
coll139,139.jpg,Palitan,2012,Ato Bautista,"Mara Lopez, Alex Vincent Medina, Mon Confiado",Crime ,"In Quiapo, electronics shop owner Ramiro convinces his employee Nestor to give him videos of his naked wife in exchange for the erasure of his debts. ",image/jpeg
coll140,140.jpg,Pascalina,2012,Pam Miras,"Maria Veronica Santiago, Peewee O’Hara, Cara Eriguel, Alex Vincent Medina",Drama ,"Pascalina's aunt is dying but cannot do so unless she passes on a curse, so she experiences life changes that will push her to madness and monstrosity.",image/jpeg
coll141,141.jpg,Slumber Party,2012,Emmanuel Dela Cruz,"Markki Stroem, Archie Alemania, RK Bagatsing",Comedy,"On the eve of the 2010 Miss Universe pageant, an unwelcomed guest enters into the drama of three gay friends.",image/jpeg
coll142,142.jpg,Alamat ni China Doll,2013,"Adolfo Alix, Jr.","Angelica Panganiban, Cherry Pie Picache, Cesar Montano, Phillip Salvador",Thriller ,"A journalist investigates a woman with the name China Doll. Soon, he discovers his knowledge of her turns out to be dangerous. ",image/jpeg
coll143,143.jpg,Kabisera,2013,Alfonso “Borgy” Torre III,"Joel Torre, Art Acuña, Bing Pimentel, Bernard Palanca, Ketchup Eusebio, Meryll Soriano",Drama; Action; Thriller ,"Andres is a well-liked, respected, and middle aged fisherman who rents out commercial spaces to people in the town market. Ge seems to have everything a man could ever need. One day, he discovers several bricks of shabu in the sea. With this discovery, everything begins to change.",image/jpeg
coll144,144.jpg,Sitio,2013,Mes de Guzman,"John Prats, Ria Garcia, Anja Aguilar, Arnold Reyes",Drama,"The film depicts the troubles of Jonas and his sisters, Carmina and Tricia, who have moved to their family's old farm after Jonas' real estate business sank. Jonas hires the help of some local men to put up a fence around their property, and while they all seem helpful at first, they become an idelible source of frustration for him and his sisters. ",image/jpeg
coll145,145.jpg,Woman of the Ruins,2013,Keith Sicat,"Alessandra de Rossi, Art Acuña, Chanel Latorre, Elizabeth Oropesa, Peque Gallaga",Science Fiction; Drama; History ,"On a storm-ravaged island that has seen its share of tragedy, a person who had been assumed dead reappears and ignites a frenzy of reactions, ranging from ecstatic religious fervor to fear. ",image/jpeg
coll146,146.jpg,Blue Bustamante,2013,Miko Livelo,"Joem Bascon, Jun Sabayton, Dimples Romana, Jhiz Deocareza",Comedy,A father who works abroad as an OFW ends up secretly playing a superhero role in a Japanese TV show. ,image/jpeg
coll147,147.jpg,Angustia,2013,Kristian Cordero,"Alex Vincent Medina, Maria Isabel Lopez, Michelle Smith",Drama; History; Crime; Horror ,"Don Victorino Hernandez, a creole secular priest from Manila, has two passions, botany and the total conversion of the native population particularly the Agtas, who in spite of the rigorous undertakings of Spanish colonialism continue to live in the hinterlands, giving them a notorious reputation in the minds of the lowlanders as well as the colonizers. ",image/jpeg
coll148,148.jpg,Ang Pagbabalat ng Ahas,2013,Timmy Harn,"Mervin Brondial, Kay Brondial, Sebastian Karl Sanchez, Jaime Fabregas",Drama,"In 1989, after losing his home, Allan Borromeo moves back into his mother's house in Eden Homes with his wife Donna and their teenage son Jasper. The Borromeos try to adjust and fit into their new environment, with various results. While they family and the rest of the Eden Homes residents go about their sordid lives, a half-man/half-snake lurks quietly within the subdivision.",image/jpeg
coll149,149.jpg,Islands,2013,Whammy Alcarazen,"Luis Alandy, Benjamin Alves, Meryll Soriano, Irma Adlawan, Peque Gallaga",Drama; Romance; Science Fiction,"An astronaut, a grandmother, a tribesman and a director round up this journey that transcends time, space and reality.",image/jpeg
coll150,150.jpg,Bukas Na Lang Sapagkat Gabi Na,2013,Jet Leyco,"Nika Santiago, Raul Morit, Dan de Guzman",Drama,"Four interconnected stories during the height of the Martial Law crackdown against rebels. The palpable aura of fear leaves Filipinos in a state of paralysis, unable or unwilling to move until the dark cloud of history passes over.",image/jpeg
coll151,151.jpg,Iskalawags,2013,Keith Deligero,"Kerwin Otida, Reynaldo Formentera, Windel Otida",Action,"One day, in the small peaceful town of Barrio Malinawon, seven young punks, who call themselves the Iskalawags because of their shared love for Filipino action movies (particularly those starred by their idol Jeric Raval), decide to set out on a mini quest to find the tree that according to Palot-the gang’s de facto leader-bears the lone papaya fruit as large as the belly of Intoy’s father.",image/jpeg
coll152,152.jpg,Philippino Story,2013,Benjamin Garcia,"Mark Gil, Jun-Jun Quintana, Benjamin Alves",Drama,"Philip and Bastian are lovers. Philip has taken the responsibility to help his older brother’s family in the slums. However, when Bastian pursues painting and can no longer provide for Philip, Philip resorts to hustling in order to help his brother’s family. When Bastian catches Philip being picked up by a gay man in a car, he decides to keep everything inside. Can Philip and Bastian’s love prevail despite the odds?",image/jpeg
coll153,153.jpg,Shift,2013,Siege Ledesma,"Yeng Constantino, Felix Roco",Romance; Drama,"Estela, an idealistic, call center slacker is mentored by Trevor, a pragmatic, senior agent. Their interaction develops into an unconventional relationship that would challenge their most personal convictions.",image/jpeg
coll154,154.jpg,Bendor,2013,Ralston Jover,"Vivian Velez, Chanel Latorre",Drama,"Blondie (Vivian Velez) is personified as three things: a hardworking businesswoman, a wife who’s been cheated on, and a mother of three. She is a 50-something woman with poor eyesight who works as an upfront candle vendor outside Quiapo church and sells Cytotec, an abortion pill, on the side.",image/jpeg
coll155,155.jpg,Riddles of my Homecoming,2013,Arnel Mardoquio,"Fe Hyde, Perry Dizon, Madz Garcia",Mystery; Drama; Fantasy ,"Alfad, a Lumad whose soul returns to his homeland to settle unfinished businesses and to finally rest. It is based on the Lumad’s belief that when a person dies his soul goes back to his homeland.",image/jpeg
coll156,156.jpg,Saturday Night Chills,2013,Ian Loreños,"Rayver Cruz, Matteo Guidicelli, Joseph Marco",Crime; Drama; Thriller,"Three friends are in their quarter life crisis. Seeking adventure and thrills, they spend most of their weekend nights on brothels and night clubs. One night, an unexpected incident will change their lives permanently.",image/jpeg
coll157,157.jpg,The Babysitters,2014,Paolo O'Hara,"Jason Gainza, Katya Santos, Jhiz Deocareza",Comedy,"A comedy of errors of a couple instructed to babysit a kidnapped child. However, when the kidnappers order them to kill the baby, they flee instead and raise him as their own.",image/jpeg
coll158,158.jpg,Bitukang Manok,2014,Alec Figuracion,"Missy Maramara, Guji Lorenzana, Ken Anderson, Mara Lopez, Teri Malvar",Horror ,"In the winding EME road of Quezon Province, three groups of strangers find themselves endlessly driving around in circles and soon realize that stranger forces are at work.",image/jpeg
coll159,159.jpg,Esprit de Corps,2014,Kanakan-Balintagos,"Sandino Martin, JC Santos, Lharby Policarpio, Garry Lim",Drama,"An adaptation of Auraeus Solito's play entitled Esprit de Corps in the 1980's about the game of seduction and ranks in the ROTC, It is a queer story of two cadets and their pursuit to outwit a corrupt Major Marcus for his position.",image/jpeg
coll160,160.jpg,Hindi Sila Tatanda,2014,Malay Javier,"Kean Cipriano, Dawn Jimenez, Mara Lopez, Ketchup Eusebio",Comedy; Drama; Science Fiction,"sci-fi teen flick about the Pangasinan U.F.O. sightings in the 90's, where three childhood friends enter a love trapezoid with an alien. This is how an alien shows what it means to be truly human-in-love, in its pursuit to mate with a girl whose heart belongs to two human friends.",image/jpeg
coll161,161.jpg,Lorna,2014,Sigrid Andrea Bernardo,"Shamaine Buencamino, Lav Diaz, Felix Roco, Maria Isabel Lopez, Raquel Villavicencio",Comedy; Romance,"A midlife comedy drama of a woman's romantic life-a story of being alone, growing old, looking for love, and moving on. Lorna, already in her 60's, finds an online lover and an old flame that will turn her life upside down. But at her age, is love too late for a woman like Lorna?",image/jpeg
coll162,162.jpg,Red,2014,Jay Abello,"Jericho Rosales, Mercedes Cabral, Nico Antonio, Mylene Dizon, JM Rodriguez",Drama ,"Red, a legendary fixer in the underground world of Visayas, is called to patch things up-but he soon finds himself framed for the very thing he was asked to repair, forced into decisions that put his life at stake.",image/jpeg
coll163,163.jpg,Seoul Mates,2014,Nash Ang,"Mimi Juareza, Ji Soo",Comedy; Romance; Drama ,A gender bending tale of Filipino transgender woman and Korean discreet gay man who meet and date each other.,image/jpeg
coll164,164.jpg,Soap Opera,2014,Remton Zuasola,"Lovi Poe, Rocco Nacino, Bugoy Cariño, Matt Daclan, Natileigh Sitoy, Chris Perris, Lex Zander Flores, Mercedes Cabral",Comedy; Drama,"Desperately finding ways to support their sickly child, Noel and Liza welcomes a new addition to their family, Ben, a rich foreigner who is hoping to build a family of his own. Together, they play the game of deceit and make believe but the truth is far from being hidden as the daily soap operas vividly mirror what they have been hiding all along.",image/jpeg
coll165,165.jpg,That Thing Called Tadhana,2014,Antoinette Jadaone,"Angelica Panganiban, JM de Guzman",Comedy; Drama; Romance,"A story about a broken-hearted girl who meets a boy in a not so normal way. Together, they go to places and find out ""where do broken hearts go?"".",image/jpeg
coll166,166.jpg,Violator,2014,Eduardo Dayao,"Joel Lamangan, Victor Neri,Alfie Apodaca, RK Bagatsing, Anthony Falcon, Andy Bais",Drama; Horror; Mystery ,Four men with nowhere to go and everything to lose are about to have the worst night of their lives. A film about the end of the world. And the demon in all of us',image/jpeg
coll167,167.jpg,Baka Siguro Yata,2015,Joel Ferrer,"Bangs Garcia, Dino Pastrana, Cherie Gil, Ricky Davao",Comedy; Romance,"Around Carlo, a 29-year old unambitious graphic designer whose only passion is to play music with his co-unambitious long-time friends. After discovering that his girlfriend of 6 years is a lesbian, he seeks to find refuge on a one-night stand with a high school classmate named Melissa. However, Melissa gets pregnant which in turns everything in disarray. Melissa's sister and her boyfriend mulls over their planned first sex but gets cold feet due to what happened to her sister. Carlo's divorced parents, on the other hand, discreetly starts seeing each other as they rekindle their 20 year old relationship by having an affair and secret meetings while they cheat on their new partner.",image/jpeg
coll168,168.jpg,Bukod Kang Pinagpala,2015,Sheron Dayoc,"Bing Pimentel, Maxie Eigenmann, Paolo Paraiso, Lou Veloso",Drama; Horror ,The already strained relationship between a religious fanatic and her young daughter takes a turn for the horrific as the intrusion of a mysterious figure into their lives puts them both in peril.,image/jpeg
coll169,169.jpg,The Comeback,2015,Ivan Andrew Payawal,"Kaye Abad, Sheena Ramos, Adrienne Vergara, Julia Enriquez, Bea Galvez, Matt Evans, Patrick Garcia",Comedy ,"The Comeback is about a thirty two faded actress who loses everything in her life and decides to commit suicide. However, on the day she decides to kill herself, she receives a package containing four letters and ashes in a vase: a dead man's ashes in search of a home.",image/jpeg
coll170,170.jpg,Dahling Nick,2015,Sari Dalena,"Raymond Bagatsing, Alessandra de Rossi, Maria Isabel Lopez",Documentary; Drama ,"Dahling Nick is a docu-drama exploring the life and works of National Artist for Literature Nick Joaquin, who only accepted the National Artist Award on the condition that the Marcos administration release a well-known writer who was being unjustly detained during Martial Law.",image/jpeg
coll171,171.jpg,Dayang Asu,2015,Bor Ocampo,"Ricky Davao, Junjun Quintana, Inna Tuason",Action; Crime; Drama,"An homage to the domestic action film, tinged with noir-ish anxiety and local color, centering on a father and son caught in the undertow of a shadowy world they live.",image/jpeg
coll172,172.jpg,Hamog,2015,Ralston Jover,"Zaijan Jaranilla, Therese Malvar, Sam Quintana, Bor Lentejas, OJ Mariano, Anna Luna",Crime; Drama,Ralston Jover's unique blend of special and magic realism takes a look at the lives of four street children whose world is about to be turned upside down and inside out. Life begins where innocence ends.,image/jpeg
coll173,173.jpg,Manang Biring,2015,Carl Joseph Papa,"Erlinda Villalobos, Mailes Kanapi",Animation; Comedy; Drama,"MANANG BIRING is a dark comedy-drama about a feisty, terminally ill old lady who has long accepted her imminent passing due to stage-4 breast cancer but then receives an unexpected letter from an estranged loved one announcing their return for Christmas",image/jpeg
coll174,174.jpg,Mga Rebeldeng May Kaso,2015,Raymond Red,"Felix Roco, Nicco Manalo, Epy Quizon, Earl Ignacio, Angela Cortez",Drama ,A youth drama film revolving on the aftermath of the 1986 People Power Revolution which spawns a group of young dreamers who immerse themselves in the culture of independent and alternative cinema.,image/jpeg
coll175,175.jpg,Miss Bulalacao,2015,Ara Chawdhury,"Russ Ligtas, Tessie Tomas, Chai Fonacier, Mon Confiado, Ferdinand Mesias",Drama; Fantasy,"A young drag queen, Dodong, who joins a barangay gay pageant to gain acceptance in his father’s community. He is instead met with hostility from his father, who chases him into a jungle, where he sobs to a lone bright star. What follows is the strangest night in his entire life, and an even stranger nine months when he realises he is pregnant. Dodong deals with ridicule from a barangay who does not believe him.",image/jpeg
coll176,176.jpg,Forbidden Memory,2016,Teng Mangansakan,Best Documentary,Documentary,"Forbidden Memory summons remembrances and memories of the fateful days in September 1974 when about 1,500 men from Malisbong and neighboring villages in Palimbang, Sultan Kudarat were killed while 3,000 women and children were forcibly taken to naval boats stationed nearby where they encountered unspeakable horror. For 40 years, the survivors lived in relative silence. Now they tell their stories.",image/jpeg
coll177,177.jpg,Piding,2016,Paolo Picones; Gym Lumbera,,Documentary,"Once upon a time, you were born. In the Philippines, there was no science education when you were a child. When they began to offer it in your adulthood, you leapt at the chance and studied harder than everyone else. You learned of kingdoms and species and genes and atoms. Science helped you to see the bigger world beyond. You studied so well, an American university paid you to keep studying with them, so you left. You gained mastery over the evolution of birds there, but you missed home the whole time. You lost your first wife and son to Science. So with degree in hand, you went back to your people. You found that they had burned their forests, and had exploded their seas. So you gave a new bird to your people; because, now you knew how to use it to save them. This was the piding. And the rest is the story of Oliver Carlos.",image/jpeg
coll178,178.jpg,People Power Bombshell: The Diary of Vietnam Rose,2016,John Torres,Special Citation,Documentary,"A mystery dreamlike portrait of a movie star's harrowing ordeal in the making of a film. This is about Liz Alindogan, then 19-year old naive newbie star, and director Celso Ad Castillo dubbed as Philippine cinema's messiah. It is structured as a mystery film, making viewers question whether to believe the account of Liz Alindogan.",image/jpeg
coll179,179.jpg,2 Cool 2 Be 4gotten,2016,Petersen Vargas,"Khalil Ramos, Ethan Salvador, Jameson Blake, Ana Capri, Peewee Ohara, Jomari Angeles, Joel Saracho, Mean Espinosa",Drama,"Felix is a friendless achiever in high school whose life changes after the arrival of the half-American Snyder brothers, entangling him in their dark ambitions.",image/jpeg
coll180,180.jpg,Baka Bukas,2016,Samantha Lee,"Jasmine Curtis-Smith, Louise delos Reyes, Kate Alejandrino, Gio Gahol, Nelsito Gomez, Cheska Iñigo, Lexter Tarriela",Romance; Comedy,"Alex is a 23 year old gay girl based in Manila. She is out to most people except her best friend Jess who she has been secretly in love with since they were kids. When Jess discovers the truth about Alex, they are forced to confront the feelings they have for each other.",image/jpeg
coll181,181.jpg,Lily,2016,Keith Deligero,"Shaina Magdayao, Rocky Salumbides, Natileigh Sitoy",Drama,"Stories abound in Cebu about a woman rumored to be a murderous monster, but behind the myth is a mother seeking justice.",image/jpeg
coll182,182.jpg,Si Magdalola at Ang Mga Gago,2016,Jules Katanyag,"Peewee O'Hara, Ricky Davao, Rhen Escaño, Josh Bulot, Gio Gahol",Crime; Drama,"Drug-dealing and sex-starved goons mistakenly disturbs the peaceful lives of a frail witch and her grandchild in a remote town in the mountains.
",image/jpeg
coll183,183.jpg,Every Room is a Planet,2016,Malay Javier,"Rap Fernandez, Valeen Montenegro, Antoinette Taus",Romance,A quirky love affair between a mentally unstable girl who thinks her husband is abducted by aliens and her husband’s brother whose romance for her remains a sci-fi impossibility.,image/jpeg
coll184,184.jpg,Malinak Ya Labi,2016,Jose Abdel Langit,"Angeline Quinto, Allen Dizon, Althea Vega, Marcus Madrigal, Menggie Cobarrubias, Dexter Doria, Richard Quan, Luz Fernandez",Drama,"It is a custom in some towns in Pangasinan to offer a life of an animal when constructing buildings, but one day during the town’s fiesta they discover the body of a young boy that leads to a chain of story and a chain of deaths.",image/jpeg
coll185,185.jpg,Tisay,2016,Borgy Torre,"JC De Vera, Nathalie Hart, Joel Torre",Romance; Drama,"In the world of semi-pro basketball, a beautiful bookie recruits a naïve but promising player to the underworld of game-fixing.",image/jpeg
coll186,186.jpg,"Bundok Banahaw, Sacred and Profane",2017,Dempster Samarista,-,Documentary,"While Mt. Banahaw is the place where fertile streams of spirituality, mysticism, the occult, and the environment combine to provide a potent ground for the transmission and exchange of secret and sacred knowledge, it can be said to be a bazaar peddling bizarre mysteries.",image/jpeg
coll187,187.jpg,Haunted: A Last Visit to the Red House,2017,Phyllis Grande,-,Documentary,"During the World War 2, Japanese soldiers raid houses in the Philippines. Thousands of men were shot and killed while women were brought to the Bahay na Pula and raped. The Bahay na Pula is being demolished. From the 1000+ comfort women, only a few remain alive, or fighting to be alive.",image/jpeg
coll189,189.jpg,Changing Partners,2017,Dan Villegas,"Agot Isidro, Anna Luna, Jojit Lorenzo, Sandino Martin",Romance; Music,"The love story, shown through the perspective of different genders, paints how a real relationship works. It eschews the narrative for emotions and established that love knows no gender when it pains or soothes, when it hurts and heals.",image/jpeg
coll190,190.jpg,Si Chedeng at Si Apple,2017,Fatrick Tabada; Rae Red,"Gloria Diaz, Elizabeth Oropesa",Comedy; Drama,"In the wake of her husband’s death, Chedeng, 66, decides to come out of the closet. Her best friend Apple, 63, beheads her live-in partner in a fit of rage. Bound by friendship, the two elderly women, together with the severed head placed inside a Louis Vuitton bag, set off an adventure to find Chedeng’s ex-girlfriend.
",image/jpeg
coll191,191.jpg,Nervous Translation,2017,Shireen Seno,"Jana Agoncillo, Sid Lucero",Drama,"Eight year-old Yael, shy to a fault, lives in her own private world. One day she finds out about a pen that can “translate” the thoughts and feelings of nervous people.",image/jpeg
coll192,192.jpg,Paki,2017,Giancarlo Abrahan,"Dexter Doria, Shamaine Buencamino, Ricky Davao, Noel Trinidad, Eula Valdes, Ina Feleo",Comedy; Drama,"An 80-year old woman decides that she will be an old maid. But when the woman tries to leave her husband for sixty years, their children forbid their parents to separate.",image/jpeg
coll193,193.jpg,Historiographika Errata,2017,Richard Somes,"Joem Bascon, Alex Medina, Nathalie Hart, Max Eigenmann, Jess Mendoza, Rafa Siguion-Reyna, Jett Pangan, Basti Artadi, Kean Cipriano, Dong Abay, Kevin Roy, Sarah Abad, Alvin Anson, Paolo Paraiso, Chickoy Pura, Robert Javier, Manu Respall",History; Drama,"A disillusioned and suicidal Rizal, a cross-dressing Bonifacio gripped with paranoia, an ex-Katipunero who joins the US army to save his own neck, and a widow whose sex-for-food errands lead her to become the first ever Makapili. These are the historical mosaics that will form a singular hypothesis as to why we are like this as a people and up to now still reeling from our damaged culture.",image/jpeg
coll194,194.jpg,Throwback Today,2017,Joseph Teoxon,"Carlo Aquino, Empress Schuck, Annicka Dolonius, Allan Paule, Benj Manalo, Kat Galang",Science Fiction; Fantasy,"Primo, gifted with a good eye for production design, ventures into the working world with a great desire to succeed. Unprepared for the harsh realities of the real world, Primo experienced failure, heartbreak and regret in a series of unfortunate events. Life didn’t turn out as he had expected: He wasted away, wallowing in grief, and jumped from one odd job to another for more than a decade. While trying to make ends meet at the peak of his misfortunes, he experiences a technological glitch with his old desktop computer and gets a chance to re-write his life.",image/jpeg
coll195,195.jpg,Nay,2017,Kip Oebanda,"Sylvia Sanchez, Enchong Dee, Jameson Blake",Drama; Horror,"Martin is a rich, sheltered youth who gets transformed into an aswang by his yaya, Nay Luisa. She teaches him how to hunt the poor and the weak for food, in Manila, a city that consistently dehumanizes and neglects the marginalized.",image/jpeg
coll196,196.jpg,A Short History of a Few Bad Things,2018,Keith Deligero,"Victor Neri, Jay Gonzaga",Mystery; Drama,"In the southern Philippine city of Cebu, a troubled detective struggles to solve a series of grisly killings, while a deep conspiracy works to keep the truth just out of his reach.",image/jpeg
coll197,197.jpg,Asuang,2018,Raynier Brizuela,"Alwyn Uytingco, Jon Lucas, Chai Fonacier, Nats Sitoy, Jun Sabayton",Comedy; Fantasy,"ASUANG, the God of Sins, was once a ruthless and fickle God of Bicol, but now he is a loner and a loser who has no place in the world that is overrun by sinful human beings. He resorted to social media to regain his former glory and fame but to no avail. On his track to retirement, he was approached by the Seers to help them stop Armageddon. Along with a group of sinful misfits, Asuang will go on a quest, against his nature, to help mankind… Or so he thinks he will.",image/jpeg
coll198,198.jpg,Bagyong Bheverlynn,2018,Charliebebs Gohetia,Rufa Mae Quinto,Comedy; Romance,"Three months after a painful breakup, a woman’s despair magically conjures up a powerful typhoon.",image/jpeg
coll199,199.jpg,Double Twisting Double Back,2018,Joseph Abello,"Joem Bascon, Tony Labrusca",Drama,"A year ago, Badger is one of the best gymnasts in the Philippines. He wants to be the very best, until his reckless best friend sabotaged his athletic career. Now, Badger is miserably working as a distributor, selling alcoholic beverages to the managers of bars and supermarkets. To his delight, Badger receives a new opportunity to pursue his quest to be the best Filipino gymnast. He immediately resigns from his job. His reckless best friend, who fulfills his desires through this job, gets pissed and vows to stop Badger’s dreams once again.",image/jpeg
coll200,200.jpg,Hospicio,2018,Bobby Bonifacio,"Loisa Andalio, Mary Joy Apostol, Ana Abad Santos",Drama,A troubled young woman enters a rehab facility that houses a deadly secret.,image/jpeg
coll201,201.jpg,Mamu; and A Mother Too,2018,Rod Singh,"Iyah Mina, Arron Villaflor, EJ Jallorina",Comedy,"A transgender sex worker in her late 40s along Fields Avenue whose only aspiration is to have breast implants for her profession unexpectedly assumes the role of a mother to her orphaned niece, a transgender youth who is only beginning to discover her own sexuality. As she works more shifts to save for her implants, troubles arise when she begins to feel the weight of her struggles – being an aging sex worker in fast-evolving society, a partner to her young fiancé, and a parent to a teenager she just met. Her difficult confrontations eventually lead her to a new attitude towards life, and a unique recipe to a famous Kapampangan dish, Sisig.",image/jpeg
coll202,202.jpg,Never Tear Us Apart,2018,Whammy Alcazaren,"Ricky Davao, Meryll Soriano, Jasmine Curtis-Smith",Drama,"An aging spy, his delusional wife, and promiscuous son are driven into madness as they confront the terrors caused by the monster known as The Shadow.",image/jpeg
coll203,203.jpg,Paglisan,2018,Carl Joseph Papa,"Ian Veneracion, Eula Valdes",Music; Animation,"Crisanto and Dolores’ marriage is going through a rough patch. Going through a marital crisis, a couple’s marriage is tested when Crisanto is diagnosed with early-onset Alzheimer’s disease as Dolores sinks deeper into depression. Paglisan tells the story of how a married couple attempt to survive together through fading memories and fleeting identities.",image/jpeg
coll204,204.jpg,Pang MMK,2018,John Lapus,"Neil Coleta, Nikki Valdez, Joel Torre, Ricky Davao, Cherry Pie Picache",Drama,"Being the legitimate son, Janus was given the stressful responsibility to take care of his father’s funeral. With the presence of a senator, constant phone calls from his mother (who was in the United States), and the conflict between his scandalous sister and his father’s mistress; the funeral became dramatic, chaotic, and hilarious.",image/jpeg
coll205,205.jpg,Lucid,2019,Natts Jadaone; Victor Villanueva; Dan Villegas,"Alessandra De Rossi, JM de Guzman",Drama,"A young woman who leads a lonely, mundane existence in the real world but who has the perfect life in her lucid dreams which she can somehow control, meets a mysterious stranger who challenges her to turn her dream life into something a bit more adventurous. Then her dreams become more real than her reality and the line between the two starts to blur.",image/jpeg
coll206,206.jpg,Metamorphosis,2019,J.E. Tiglao,"Gold Aceron, Ivan Padilla, Iana Bernardez, Yayo Aguila, Ricky Davao",Drama,"Born with both male and female genitals, but raised like a boy by his conservative family, Adam goes through all the things prepubescent boys go through, including a fascination with strange animals he takes for pets and being smitten by a lovely girl. His bucolic world turns upside down when he gets his first menstrual period setting him off on a journey that tests the spiritual and physical limits of sexual identity and into a new world of ambiguity and desire.",image/jpeg
coll207,207.jpg,O,2019,Kevin Dayrit,"Anna Luna, Jasmine Curtis-Smith, Lauren Young, Sarah Carlos, IV of Spades",Comedy,"O centers on a funeral parlor intern and closet necrophiliac who starts pushing blood after she meets a vampire drug lord whose sister she falls in love with, complicating matters even more than they already are.",image/jpeg
coll208,208.jpg,Sila Sila,2019,Giancarlo Abrahan,"Gio Gahol, Topper Fabregas",Drama,"A 30-year old man who returns home to Manila is forced to confront his old life, his old friends, and his ex-boyfriend at their high school reunion where the drama of the past and the present collide.",image/jpeg
coll209,209.jpg,Tayo Muna Habang Hindi Pa Tayo,2019,Denise O’Hara,"JC Santos, Jane Oineza",Drama,"A soft boy. A strong girl. Tayo Muna Habang Hindi Pa Tayo is a love story that comes close but not far enough. When Alex DTR-ed and found out that Carlo is not ready to commit to a relationship, Alex must ask herself if love can survive without commitment.",image/jpeg
coll210,210.jpg,Tia Madre,2019,Eve Baswel,"Jana Agoncillo, Cherie Gil",Horror,"Tia Madre is a horror story told through the eyes of a child: a clingy, hyper-imaginative and slightly twisted 10-year old girl named Camille whose mother Emilia inexplicably changes into something else, something more sinister, something more violent, something more distant, something that isn’t her mother anymore and quite possibly isn’t human.
",image/jpeg
coll211,211.jpg,Utopia,2019,Dustin Celestino,"Joem Bascon, Enzo Pineda, Arron Villaflor, Karen Toyoshima","
Drama","A freelance videographer, a rookie police officer, an undercover PDEA agent, and a crime-in-progress. Only tonight, a comet flies over Manila and the cosmic disturbances turn everything on its head for one night. Everything that could go wrong suddenly foes right.",image/jpeg
coll212,212.jpg,"Yours Truly, Shirley",2019,Nigel Santos,"Rayt Carreon, Dennis Padilla, Regine Velasquez",Drama,A 50-year-old widow who hasn’t quite moved on from her husband’s death convinces herself that a pop star is the reincarnation of her dead husband. But is it really all in her head? And just how far will she go to prove it isn’t?,image/jpeg
